column_0,name,city,state,address,hours of operation,associated airports,Identifier,contact information.name,contact information.phone,contact information.email,aircraft and equipment rentals.planes,flight training.faa classification,flight training.approved for va training,flight training.services,flight training.DPE inside,flight training.in-house maintenance,flight training.number of aircrafts,flight training.dormitory,flight training.visa for foreign students,training opportunities.certifications,training opportunities.ratings,training opportunities.other advanced training,school_type,city_set,flight_available,fax,flight training.affiliated college/university,aircraft and equipment rentals.equipment,aircraft and equipment rentals.simulator,aircraft and equipment rentals.rotorcraft,club listing last verified
652,Mauna Loa Helicopters,Honolulu,HI,"90 Nakolo Place Suite 2 (upstairs) Honolulu , HI 96819","Mon - Sun, 7:00 AM to 10:00 PM",Daniel K Inouye Honolulu International Airport,PHNL,Benjamin Fouts,(808) 834-6799,info@maunaloahelicopters.edu,Single Engine,Part 141; Part 61,No,Ground School; Intro Flight; Simulator,N/A,N/A,19,Yes,M1,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument; Rotary Wing,Aerial Photography; Backcountry Training; Emergency Maneuvers; Helicopter to Fixed-Wing Transition; High Altitude; Mountain Flying; Turbine,Flight school; Helicopter school,Medium City,271,(808) 833-9778,,,Procedures Trainer,Helicopter,
654,"George's Aviation Services, Inc.",Honolulu,HI,"Honolulu International Airport 18 Lagoon Drive Honolulu , HI 96819","Sun - Sat, 8:00 AM to 6:00 PM",Daniel K Inouye Honolulu International Airport,PHNL,Contact Us,(866) 834-2120,school@georgesaviation.com,Multi Engine; Single Engine,Part 141; Part 61,No,Intro Flight,N/A,Yes,15,N/A,M1,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine; Rotary Wing,Mountain Flying,Flight school,Medium City,271,(808) 834-2150,,,,,
657,Pacific Flight Academy,Honolulu,HI,"Hangar 421-105 Palekona St, Honolulu, HI 96819 Honolulu , HI 96819","24 hours a day, 7 days a week",Daniel K Inouye Honolulu International Airport,PHNL,Bobby Nikkhoo,(808) 398-4013,fly@pacificflightacademy.com,Light Sport; Multi Engine; Single Engine,Part 61,No,Annual Recurrent Training; Biennial Flight Review; Ground School; Instrument Proficiency Check; Intro Flight; Time Building Programs,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Flight Instructor Sport CFIS; Multi Engine Instructor MEI; Private Pilot; Recreational Pilot; Sport Pilot,Instrument; Multi-Engine,Companion Co-Pilot; Complex; Emergency Maneuvers; Glass Cockpit Transition,Flight school,Medium City,271,,No,,,,
2122,University of Hawaii,Honolulu,HI,"874 Dillingham Blvd, Honolulu, Hawaii, 96817 United States",,Daniel K Inouye Honolulu International Airport,PHNL,,,,,,Yes,Aicraft Maintenance Training; Air Traffic Controller Training; Commercial Pilot Certificate; Aviation College Degrees and Certifications; Flight Instructor Certificates,N/A,N/A,N/A,N/A,F1,Aviation College Degrees and Certifications,Instrument; Multi Engine,,Aviation college,Medium City,271,,,,,,
649,Maui Flight Academy,Kahului,HI,"90 Kuhea St Hangar 106 (Gate 5.2) Kahului , HI 96732","Mon - Sun, 7:00 AM to 7:00 PM",Kahului International Airport,PHOG,Laurence Balter,(808) 298-5188,instructor@mauiflightacademy.com,Single Engine,Part 61,No,Annual Recurrent Training; Biennial Flight Review; Ground School; Instrument Proficiency Check; Intro Flight,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument,Cirrus; Companion Co-Pilot; Glass Cockpit Transition; High Performance; Mountain Flying,Flight school,Small Town,273,,,,,,
656,Fly Maui,Kihei,HI,"19 Heona Place Kihei , HI 96753",By Appointment,Kahului International Airport,PHOG,Leslie Caubble,(808) 280-3290,leslie@caubble.com,Single Engine,Part 61,No,Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument,,Flight school,Small Town,276,,,,,,
658,Maui Aviators,Kahaului,HI,"Kahului Airport / East Ramp Building 411 Hanger 109 Kahaului , HI 96732","Sun - Sat, 8:00 AM to 5:00 PM",Kahului International Airport,PHOG,Jon Muralt,(808) 871-6990,jmuralt@mauiaviators.com,Single Engine,Part 61,No,Biennial Flight Review; Examiner; Instrument Proficiency Check; Intro Flight,Yes,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument,Mountain Flying,Flight school,Small Town,273,(808) 871-6990,,,,,
659,Go Fly Maui LLC,Paia,HI,"PO Box 790081 Paia , HI 96779","Mon - Sun, 8:00 AM to 5:00 PM",Kahului International Airport,PHOG,Nick Moran,(808) 633-5356,nick@goflymaui.com,,Part 61,No,Annual Recurrent Training; Biennial Flight Review; Ground School; Instrument Proficiency Check; Intro Flight; Time Building Programs,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Private Pilot,Instrument; Rotary Wing,Aerial Photography; Backcountry Training; Emergency Maneuvers; Glass Cockpit Transition; High Altitude; Mountain Flying,Flight school; Helicopter school,Small Town,275,(808) 633-5356,,Drone/UAS,,Helicopter,
2060,Horizon Aviation,Warwick,RI,"Theodore Francis Green State Airport 530 Airport Road Warwick , RI 02886","Sun - Sat, 9:00 AM to 5:00 PM",Rhode Island Hospital Heliport,RI25,"Georges ""Zeke"" Valtz",(401) 736-5115,info@horizonaviation.com,Single Engine; Tailwheel,Part 141; Part 61,No,Annual Recurrent Training; Biennial Flight Review; Computerized Testing; Ground School; Intro Flight; Simulator,N/A,Yes,12,N/A,M1,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine,Complex; Tailwheel,Flight school,Small Town,200,(401) 738-6141,,,Advanced Aviation Training Device (AATD),,
1516,Infinite Air Center,Canby,OR,"26749 S. Airport Rd Canby , OR 97013","24 hours a day, 7 days a week",Lebanon State Airport,S30,Tony Hann,(541) 730-3345,thann@InfiniteAirCenter.com,Single Engine,Part 61,No,Intro Flight,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot; Sport Pilot,Instrument,,Flight school,Small Town,140,,,,,,
1534,"Smoketown Flight Center, LLC",Smoketown,PA,"311 Airport Drive P. O. Box 7 Smoketown , PA 17576","From 1/1 to 12/31: Mon - Sat, 9:00 AM to 4:30 PM",Smoketown Airport,S37,Garrett Snyder,N/A,N/A,Single Engine,Part 61,No,,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument,,Flight school,Small Town,202,(717) 553-0113,,,,,
1557,Smoketown Helicopters,Smoketown,PA,"PO Box #7 311 Airport Drive Smoketown , PA 17576",By Appointment,Smoketown Airport,S37,Garrett Snyder,N/A,smoketownhelicopters@gmail.com,,Part 61,No,Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument; Rotary Wing,,Flight school; Helicopter school,Small Town,202,,,,,Helicopter,
1951,"Snohomish Flying Service, Inc.",Snohomish,WA,"Harvey Field Airport 9900 Airport Way Suite C Snohomish , WA 98296","Sun - Sat, 8:00 AM to 5:00 PM",Harvey Field,S43,,,,Light Sport; Multi Engine; Single Engine; Tailwheel,Part 141; Part 61,Yes,Computerized Testing; Examiner; Ground School; Intro Flight; Simulator,Yes,Yes,15,Yes,M1,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot; Recreational Pilot; Sport Pilot,Instrument; Multi-Engine; Rotary Wing,Mountain Flying; Tailwheel,Flight school; Helicopter school,Small Town,159,(360) 568-6034,Liberty University,,Procedures Trainer,Helicopter,
680,Stick & Rudder Aviation,Emmet,ID,"Emmet Municipal Airport @ Hangar #54 (37 m NW of Boise Airport) Mailing Address:  P.O. Box 75, Ola, ID  83657 Emmet , ID 83617",By Appointment,Homedale Municipal Airport,S66,Paul Leadabrand,N/A,kitfox.training@gmail.com,Tailwheel,Part 61,No,Annual Recurrent Training; Biennial Flight Review; Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII,,Backcountry Training; Glass Cockpit Transition; Kitfox Type Training; Mountain Flying; Tailwheel,Flight school,Small Town,199,,,,,,
662,Coeur D'Alene Seaplanes,Athol,ID,"PO Box 1051 Athol , ID 83801",By Appointment,Brooks Seaplane Base,S76,Glenn W Smith,(208) 255-5500,cdaseaplanes@gmail.com,,Part 61,No,,N/A,N/A,N/A,N/A,No,Commercial; Private Pilot,Seaplane,Backcountry Training; Mountain Flying; Tailwheel,Flight school,Small Town,177,,,,,,
1590,Bermuda High Soaring School,Jefferson,SC,"4278 Thermal Trail Jefferson , SC 29718","Thu - Sun, 10:00 AM to 5:00 PM",Bermuda High Gliderport,SC79,Jayne & Frank Reid,(803) 475-7627,soaring4fun@mindspring.com,Glider,Part 61,No,Intro Flight,N/A,N/A,N/A,N/A,No,,Glider,,Flight school,Small Town,212,,,,,,
1689,"SKY Helicopters, Inc.",Garland,TX,"Garland/DFW Heloplex 2559 South Jupiter Road Garland , TX 75041",123.05,Garland/Dfw Heloplex Heliport,T57,Contact Us,N/A,sky@skyhelicopters.com,,Part 141; Part 61,Yes,Examiner; Ground School; Intro Flight; Simulator,Yes,Yes,N/A,N/A,M1,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument; Rotary Wing,,Flight school; Helicopter school,Small City,228,(214) 342-8616,,,Procedures Trainer,Helicopter,
1808,Austin Helicopter Tours,Austin,TX,"Bud Dryden Airport 10301 FM 969 Austin , TX 78724",By Appointment,Bud Dryden Airport,TX05,Contact us,(210) 921-2359,alamoheli@gmail.com,,Part 141; Part 61,No,Ground School; Intro Flight,N/A,N/A,N/A,N/A,M1,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument; Rotary Wing,,Flight school; Helicopter school,Large City,228,,,,,,
376,Jones Brothers & Co,Tavares,FL,"210 East Ruby Street Tavares , FL 32778",By Appointment,Tavares Seaplane Base,US-0181,Peter Closi,(561) 385-3183,jb.seaplanes@gmail.com,Seaplane,Part 61,No,Annual Recurrent Training; Biennial Flight Review; Examiner; Ground School; Intro Flight; Time Building Programs,Yes,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot; Sport Pilot,Multi-Engine; Seaplane,Complex; High Performance; Tailwheel,Flight school,Small Town,308,,,,,,
2149,Florida Memorial University,Miami Gardens,FL,"15800 NW 42nd Ave, Miami Gardens, Florida, 33054 United States",,Opa Locka West Airport,US-0880,,,,,,Yes,Aviation College Degrees and Certifications,N/A,N/A,40,Yes,F1,Aviation College Degrees and Certifications,Instrument; Multi Engine,,Aviation college,Town,319,,,,,,
1284,US Aviation Academy,Wappingers Falls,NY,"263 New Hackensack Road, Suite 6 Wappingers Falls , NY 12590","From 1/1 to 12/31: Sun - Sat, 6:00 AM to 10:00 PM",Sha-Wan-Ga Valley Airport,US-10896,Admissions,(940) 297-6419,addmissions@usaviationacademy.com,,Part 141,No,,N/A,N/A,N/A,N/A,M1,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII,Instrument,,Flight school,Small Town,168,,liberty university,,,,
2165,Dutchess Community College,Poughkeepsie,NY,"53 Pendell Road, Poughkeepsie, New York, 12601 United States",,Sha-Wan-Ga Valley Airport,US-10896,,,,,,Yes,Commercial Pilot Certificate; Aviation College Degrees and Certifications; Aicraft Maintenance Training; Flight Instructor Certificate; Flight Instructor Instrument Certificate,N/A,Yes,N/A,Yes,F1,Aviation College Degrees and Certifications,Instrument; Multi Engine,,Aviation college,Small Town,165,,,,,,
687,"SRT Aviation, Inc.",Mount Vernon,IL,"Mount Vernon Airport 300 Aviation Drive Mount Vernon , IL 62864",123,Mount Vernon Airport,US-11646,,,,Light Sport; Single Engine,Part 61,No,Examiner; Ground School; Intro Flight,Yes,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot; Sport Pilot,Instrument; Multi-Engine,,Flight school,Small Town,207,(618) 244-7769,,,,,
935,"Aerosport Limited, LLC",Bowie,MD,"Freeway Airport 3900 Church Road Bowie , MD 20721",By Appointment,Freeway Airport,US-1393,,,,,Part 61,No,Intro Flight,N/A,N/A,N/A,N/A,No,,,Tailwheel,Flight school,Town,201,,,,,,
938,"Freeway Airport, Inc",Bowie,MD,"Freeway Airport 3900 Church Road Bowie , MD 20721","Sun - Sat, 8:00 AM to 5:00 PM",Freeway Airport,US-1393,FBO/Flight School,(301) 390-6424,flying@freewayaviation.com,Single Engine,Part 61,No,Computerized Testing; Ground School; Intro Flight; Simulator,N/A,N/A,N/A,N/A,No,,,Tailwheel,Flight school,Town,201,(301) 262-6418,,,Procedures Trainer,,
112,Aeroclub Marin,Novato,CA,"Gnoss Field 451 Airport Rd Novato , CA 94945","Mon - Fri, 8:00 AM to 6:00 PM",Oasis Airport,US-1882,,,,Single Engine,Part 61,No,Ground School; Intro Flight; Simulator,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument,,Flight school,Town,262,(415) 898-4848,,,,,
133,"Scanlon Aviation, LLC",Novato,CA,"Gnoss Field 451 Airport Road Novato , CA 94945","Mon - Fri, 8:00 AM to 5:00 PM",Oasis Airport,US-1882,Patrick Scanlon,(415) 897-9787,Patrick@scanlonaviation.com,Single Engine,Part 61,No,Annual Recurrent Training; Biennial Flight Review; Instrument Proficiency Check; Simulator,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine,Mountain Flying,Flight school,Town,262,,,,Procedures Trainer,,
2208,Pima Community College,Tucson,AZ,"4905 E Broadway Blvd, Tucson, Arizona, 85709 United States",,Tucson Airpark,US-2064,,,,,,Yes,Aicraft Maintenance Training,N/A,Yes,N/A,Yes,F1,Aviation College Degrees and Certifications,,,Aviation college,Medium City,286,,,,,,
2107,Everett Community College Aviation Department,Everett,WA,"9711 32nd Place W, Everett, Washington, 98204 United States",,Asotin County Airport,US-3154,,,,,,Yes,Aicraft Maintenance Training,N/A,Yes,N/A,Yes,F1,Aviation College Degrees and Certifications,,,Aviation college,Town,160,,,,,,
2184,San Jose State University,San Jose,CA,"One Washington Square, San Jose, California, 95192 United States",,Red Hills Airstrip,US-4018,,,,,,Yes,Aviation College Degrees and Certifications; Commercial Pilot Certificate,N/A,Yes,N/A,Yes,F1,Aviation College Degrees and Certifications,Instrument,,Aviation college,Major City,257,,,,,,
2193,Galvin Flying Services,Seattle,WA,"7001 Perimeter Road, Seattle, Washington, 98108 United States",,Boeing Field,US-5087,,,,,,No,Aviation College Degrees and Certifications; Aircraft Maintenance Training,N/A,Yes,N/A,N/A,F1,Airplane Flight Training,Instrument; Multi Engine,,Aviation college,Large City,152,,,,,,
2106,Lane Aviation Academy,Eugene,OR,"4000 East 30th Ave, Eugene, Oregon, 97405 United States",,Eugene Airpark,US-6069,,,,,,No,,N/A,N/A,N/A,N/A,F1,Aviation College Degrees and Certifications,,,Aviation college,Small City,155,,,,,,
2170,Clover Park Technical College,Puyallup,WA,"17214 110TH AVE E, Puyallup, Washington, 98374 United States",,Mueller-Harkins Airport / Clover Park Technical College Airfield,US-6079,,,,,,Yes,Commercial Pilot Certificate; Aviation College Degrees and Certifications; Aicraft Maintenance Training; Flight Instructor Certificate; Flight Instructor Instrument Certificate; Flight Instructor Multi Engine Certificate,N/A,Yes,N/A,N/A,F1,Aviation College Degrees and Certifications,Instrument; Multi Engine,,Aviation college,Small Town,142,,,,,,
1869,West Desert Flight,Fairfield,UT,"89 West Aviators Way Fairfield , UT 84013","From 1/1 to 12/31: Mon - Fri, 9:00 AM to 5:00 PM",West Desert Airpark,UT99,Matthew Kalm,N/A,fly@westdesertflight.com,,Part 61,No,Annual Recurrent Training; Biennial Flight Review,N/A,N/A,N/A,N/A,No,Private Pilot; Sport Pilot,,Backcountry Training; Tailwheel,Flight school,Small Town,226,,,,,,
931,Columbia Training Centers,Fort Washington,MD,"10300 Glen Way Fort Washington , MD 20744","From 1/1 to 12/31: Sun - Sat, 7:00 AM to 6:00 PM",Potomac Airfield,VKX,George London,(301) 248-1440,ctc@ctc-usa.org,Single Engine,Part 61,No,Annual Recurrent Training; Biennial Flight Review; Ground School; Instrument Proficiency Check; Intro Flight; Simulator; Time Building Programs,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument,,Flight school,Small Town,201,,,,Advanced Aviation Training Device (AATD),,
933,"GT Aviation, LLC",Ft. Washington,MD,"Potomac Airfield 10300 Glen Way Ft. Washington , MD 20744",Irregular,Potomac Airfield,VKX,Contact us,(301) 248-1711,info@gt-aviation.com,Multi Engine; Single Engine,Part 141; Part 61,Yes,Computerized Testing; Ground School; Intro Flight; Part 107 Drone Testing; Simulator,N/A,N/A,5,N/A,M1,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot; Recreational Pilot,Instrument; Multi-Engine,,Flight school,Small Town,201,(888) 966-0287,No,,Procedures Trainer,,
940,DC Aerobatics,Fort Washington,MD,"Potomac Airfield 10300 Glen Way Fort Washington , MD 20744",By Appointment,Potomac Airfield,VKX,Adam Cope,(703) 623-9445,n_a_spin@yahoo.com,,Part 61,No,,N/A,N/A,N/A,N/A,No,,,Aerobatic; Emergency Maneuvers; Spin Training; Upset Recovery,Flight school,Small Town,201,,,,,,
1880,Mansfield Heliflight,Milton,VT,"159 Catamount Drive Milton , VT 05468","24 hours a day, 7 days a week",Mansfield Heliflight Inc Heliport,VT96,Tina Lindberg,(802) 893-1003,tina@mansfieldheliflight.com,,Part 141; Part 61,No,Ground School; Intro Flight; Simulator,N/A,N/A,N/A,N/A,M1,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument; Rotary Wing,,Flight school; Helicopter school,Small Town,159,(802) 893-0151,No,,Procedures Trainer,Helicopter,
1980,First Air Field,Monroe,WA,"First Air Field 13812 179th Ave SE Monroe , WA 98272","Sun - Sat, 8:00 AM to 8:00 PM",First Air Field,W16,Contact us,N/A,firstairfield1@gmail.com,Single Engine; Tailwheel,Part 61,No,Intro Flight,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument; Multi-Engine,Tailwheel,Flight school,Small Town,165,(360) 794-8570,,,,,
1945,Jackson Flight Center,Moses Lake,WA,"11905 Rd 4 NE # 18 Moses Lake , WA 98837","Mon - Fri, 7:00 AM to 5:00 PM",Moses Lake Municipal Airport,W20,Darrin Jackson,(509) 766-3979,N/A,Single Engine,Part 61,No,,N/A,N/A,N/A,N/A,No,Commercial; Private Pilot; Sport Pilot,Instrument,,Flight school,Small Town,194,,,,,,
926,Chesapeake Sport Pilot,Stevensville,MD,"Bay Bridge Airport 210 Airport Road Stevensville , MD 21666",By Appointment,Bay Bridge Airport,W29,Helen Woods,(410) 604-1717,info@chesapeakesportpilot.com,Light Sport; Single Engine,Part 61,No,Ground School; Intro Flight; Part 107 Drone Testing,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Private Pilot; Recreational Pilot; Sport Pilot,,,Flight school,Small Town,211,,,,,,
1949,Seaplane Scenics,Renton,WA,"1000 Perimeter Road West Renton , WA 98057","Mon - Sun, 9:00 AM to 8:00 PM",Will Rogers Wiley Post Memorial Seaplane Base,W36,James Young,(206) 499-2135,seaplanescenics@gmail.com,,Part 61,No,Biennial Flight Review; Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Commercial; Private Pilot,Instrument; Seaplane,High Altitude; High Performance; Mountain Flying,Flight school,Town,151,,,,,,
1948,"Kenmore Air Harbor, LLC.",Kenmore,WA,"Kenmore Air Harbor LLC. Seaplane Base 6321 Northeast 175th Street Kenmore , WA 98028","Sun - Sat, 8:00 AM to 5:00 PM",Kenmore Air Harbor Seaplane Base,W55,Karynn Pauly,(425) 482-2202,Karynnp@kenmoreair.com,,Part 61,No,Annual Recurrent Training; Biennial Flight Review; Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Commercial; Private Pilot,Seaplane,Mountain Flying,Flight school,Small Town,154,(425) 485-4774,,,,,
